transaction_id,client,date,categorie,montant
T34471,Scott Evans,2023-02-07,Livres,392.31
T34472,Gary Garcia MD,2023-03-31,Vêtements,149.15
T34473,Robert Warner,2023-04-09,Jeux,211.96
T34474,Heather Castillo,2023-04-07,Jeux,308.06
T34475,Steve Reilly DDS,2023-02-12,Vêtements,464.01
T34476,Joshua Day,2023-03-03,Jeux,427.28
T34477,Brandi Stephenson,2023-04-24,Maison,112.14
T34478,James Rogers,2023-03-18,Livres,291.63
T34479,Michael Gonzalez,2023-03-11,Électronique,496.3
T34480,Rhonda Torres,2023-01-16,Livres,404.21
T34481,Elizabeth Johnson,2023-02-07,Électronique,269.09
T34482,Lisa Carter,2023-05-24,Électronique,192.99
T34483,Brandon Miller,2023-06-23,Électronique,168.14
T34484,Deborah Gomez,2023-02-22,Électronique,496.67
T34485,Caitlin Larsen,2023-04-16,Électronique,369.57
T34486,Crystal Santana,2023-01-14,Vêtements,359.41
T34487,William Saunders,2023-02-27,Électronique,101.96
T34488,James Campbell PhD,2023-05-20,Livres,465.08
T34489,Kevin Santos,2023-05-08,Livres,481.66
T34490,Anthony Torres,2023-03-10,Électronique,334.37
T34491,Darren Miller,2023-06-21,Livres,117.94
T34492,Caleb Carter,2023-04-09,Maison,492.06
T34493,Melvin Howell,2023-01-02,Jeux,176.66
T34494,Jorge Griffin,2023-06-06,Maison,220.25
T34495,Joshua Richardson,2023-05-22,Livres,342.16
T34496,Janet Peterson,2023-01-19,Vêtements,135.51
T34497,Paula Zimmerman,2023-03-17,Vêtements,174.4
T34498,James Valencia,2023-04-21,Électronique,347.57
T34499,Jonathan Rodriguez,2023-01-22,Maison,467.13
T34500,Kelly Hoffman,2023-04-30,Maison,213.36
T34501,Kerri Scott,2023-03-29,Jeux,107.41
T34502,Samuel Scott,2023-03-20,Jeux,222.39
T34503,Gregory Bennett,2023-03-14,Livres,87.18
T34504,Michael Arnold,2023-04-26,Livres,170.49
T34505,Russell Price,2023-03-30,Électronique,464.96
T34506,Rebecca Morris,2023-01-12,Jeux,411.12
T34507,Dylan Jensen,2023-03-26,Vêtements,238.44
T34508,Virginia Campbell,2023-02-11,Électronique,140.36
T34509,Cassandra Kim,2023-03-27,Jeux,339.69
T34510,Ashley Rogers,2023-01-16,Jeux,314.42
T34511,Isaiah Montoya,2023-01-01,Jeux,45.87
T34512,Isaiah Brown,2023-02-24,Livres,345.34
T34513,Laura Rodriguez,2023-06-19,Jeux,289.01
T34514,Jamie Kelly,2023-05-14,Livres,124.6
T34515,John Diaz,2023-05-27,Jeux,300.32
T34516,Keith Lutz,2023-03-24,Livres,101.49
T34517,Sandra Castro,2023-02-27,Livres,491.6
T34518,James Parker,2023-06-14,Jeux,82.59
T34519,Sean Ortega,2023-02-06,Électronique,201.37
T34520,Tyler Tucker,2023-05-10,Maison,153.89
T34521,David Aguilar,2023-01-23,Électronique,342.6
T34522,Beverly Smith,2023-05-15,Maison,53.1
T34523,Breanna Chandler,2023-02-27,Électronique,265.13
T34524,Samuel Johnson,2023-03-31,Vêtements,310.72
T34525,Jennifer Tate,2023-02-27,Vêtements,29.8
T34526,Bryan Bernard,2023-05-30,Jeux,373.98
T34527,Dr. Ashley Vazquez,2023-04-29,Maison,44.54
T34528,Andrea Li,2023-05-30,Maison,457.33
T34529,Kimberly Logan,2023-02-09,Jeux,254.28
T34530,Catherine Black,2023-01-13,Jeux,377.69
T34531,Matthew Griffith,2023-03-01,Livres,103.85
T34532,Tammy Blackwell,2023-01-11,Électronique,497.39
T34533,Brian Franklin,2023-02-10,Maison,58.93
T34534,Krista Holden,2023-06-05,Vêtements,342.5
T34535,Joseph Cruz,2023-01-18,Électronique,78.24
T34536,Kristen Mills,2023-02-15,Électronique,79.15
T34537,Joseph Kim,2023-05-21,Jeux,331.46
T34538,Sandra Dunn,2023-06-08,Livres,131.36
T34539,Katelyn Murray,2023-02-11,Électronique,123.56
T34540,Gina Sanchez,2023-04-11,Maison,255.75
T34541,Chloe Gutierrez,2023-03-11,Maison,23.81
T34542,David Johnson,2023-03-11,Électronique,167.02
T34543,David Riley,2023-06-23,Jeux,178.32
T34544,Jennifer Hicks,2023-06-11,Électronique,482.13
T34545,Jonathan Newman,2023-03-13,Jeux,311.2
T34546,Dominique Thompson,2023-01-13,Vêtements,433.91
T34547,Erika Rodriguez,2023-01-13,Électronique,159.09
T34548,Jessica Ramsey,2023-06-18,Jeux,209.65
T34549,Jeffery Fox,2023-03-09,Électronique,78.45
T34550,Danny Cunningham,2023-06-27,Électronique,132.66
T34551,Kayla Arnold,2023-05-24,Jeux,269.19
T34552,Tyler Perez,2023-06-19,Livres,345.74
T34553,Amy Meyer,2023-01-18,Maison,221.67
T34554,Michael Paul,2023-03-08,Maison,139.19
T34555,Joshua White,2023-02-22,Jeux,278.73
T34556,Kelly Ferguson,2023-03-21,Livres,432.62
T34557,James Taylor,2023-02-06,Livres,243.24
T34558,Luis Hernandez,2023-05-20,Vêtements,195.36
T34559,Brian Morris,2023-06-04,Jeux,278.96
T34560,Tonya Phillips,2023-03-11,Maison,155.18
T34561,Donna Parker,2023-02-04,Électronique,294.6
T34562,Michele Marquez,2023-01-22,Vêtements,268.23
T34563,Cheryl Alexander,2023-06-29,Jeux,337.79
T34564,Tammy Malone,2023-06-08,Vêtements,419.99
T34565,Norman Henderson,2023-05-10,Maison,147.28
T34566,Christie Hoover,2023-03-29,Vêtements,83.68
T34567,Tara Mills,2023-06-14,Livres,282.46
T34568,Daniel Cooper,2023-04-01,Vêtements,293.5
T34569,Keith Charles,2023-04-12,Livres,245.74
T34570,Deborah Ramos,2023-05-25,Électronique,424.64
T34571,Catherine Johnson,2023-02-05,Jeux,460.37
T34572,Darlene Stephens,2023-01-07,Jeux,173.88
T34573,Cynthia Richards,2023-06-21,Vêtements,276.6
T34574,Lindsay Torres,2023-03-31,Vêtements,461.48
T34575,Michelle Marsh,2023-04-29,Électronique,237.17
T34576,Caitlyn Richardson MD,2023-02-10,Livres,267.7
T34577,Shane Bond,2023-04-01,Électronique,483.76
T34578,Erica Lewis,2023-01-25,Électronique,442.59
T34579,Mark Montgomery,2023-03-18,Livres,413.96
T34580,Edward Martinez,2023-02-23,Vêtements,218.88
T34581,Todd Spears,2023-06-02,Maison,439.95
T34582,Jamie Johnson,2023-01-02,Vêtements,375.04
T34583,Tamara Castro,2023-05-11,Maison,158.4
T34584,James King,2023-05-07,Maison,479.6
T34585,Mrs. Laura Obrien MD,2023-01-01,Vêtements,269.19
T34586,Miranda Mcdonald,2023-02-14,Vêtements,243.15
T34587,Melinda Yang,2023-01-24,Maison,129.18
T34588,Cody Barker,2023-06-07,Maison,146.53
T34589,Matthew Harris,2023-01-24,Vêtements,440.67
T34590,Lisa Anderson,2023-02-16,Livres,98.64
T34591,Mark Ball,2023-01-17,Jeux,303.07
T34592,Thomas Rodgers,2023-06-22,Jeux,126.99
T34593,Destiny Mcmahon,2023-04-29,Électronique,10.23
T34594,Pamela Ramirez,2023-02-19,Jeux,16.31
T34595,William Cruz,2023-02-20,Maison,420.69
T34596,Marissa Anderson,2023-03-22,Maison,325.85
T34597,Gregory Wilson,2023-01-04,Vêtements,418.52
T34598,Gary Levy,2023-01-02,Maison,170.09
T34599,Scott Allen,2023-04-11,Vêtements,455.93
T34600,Cynthia Macdonald,2023-01-26,Livres,68.67
T34601,John White,2023-03-07,Électronique,463.72
T34602,Yvette Schmidt,2023-05-24,Jeux,451.67
T34603,Catherine Lara,2023-05-05,Maison,411.75
T34604,Jennifer Smith,2023-01-25,Jeux,191.11
T34605,Shane Stevens,2023-03-31,Livres,459.96
T34606,Steven Robinson Jr.,2023-05-07,Jeux,164.38
T34607,Robert Shields,2023-04-08,Électronique,255.73
T34608,Curtis Anderson,2023-06-01,Maison,23.54
T34609,Kevin Thompson,2023-01-18,Vêtements,85.31
T34610,Jessica Butler,2023-02-14,Électronique,152.01
T34611,Robert Castro,2023-02-10,Électronique,340.67
T34612,Elizabeth Reese,2023-03-29,Livres,213.12
T34613,Thomas Boone,2023-01-27,Jeux,346.58
T34614,Robert Garrett,2023-03-06,Électronique,435.96
T34615,Christine Banks,2023-02-09,Maison,476.62
T34616,Mr. Justin Kirk,2023-02-25,Livres,208.26
T34617,Steven Sanchez,2023-06-03,Vêtements,194.66
T34618,Shannon Ramirez,2023-02-18,Jeux,106.56
T34619,Paul Johnson,2023-05-08,Électronique,388.61
T34620,Austin Estrada,2023-04-16,Maison,452.35
T34621,Karen Davis,2023-05-19,Vêtements,168.95
T34622,Heather Anderson,2023-01-10,Électronique,99.72
T34623,Drew Graham,2023-04-21,Livres,355.33
T34624,Elizabeth Ramirez,2023-02-20,Jeux,211.28
T34625,Elizabeth Hernandez MD,2023-06-28,Vêtements,149.47
T34626,James Howard,2023-03-02,Électronique,357.99
T34627,Theresa Mckinney,2023-01-13,Électronique,450.1
T34628,Cynthia Newman,2023-02-11,Jeux,250.01
T34629,Peter Mason,2023-05-14,Jeux,127.39
T34630,Mr. Richard Mckay,2023-02-10,Maison,383.04
T34631,Jonathan Rose,2023-03-28,Électronique,56.08
T34632,Brian Adkins,2023-02-16,Jeux,280.03
T34633,Michele Hopkins,2023-03-14,Jeux,283.01
T34634,Harry Wade,2023-03-21,Livres,278.11
T34635,Christopher Smith,2023-05-05,Maison,439.44
T34636,Miss Jeanette Conway DDS,2023-06-25,Jeux,297.58
T34637,Tonya Odom,2023-01-20,Livres,454.76
T34638,Sara Campbell,2023-03-08,Jeux,127.81
T34639,Michael Moss,2023-02-17,Électronique,434.92
T34640,Robert Middleton,2023-01-03,Électronique,492.41
T34641,Krista Cunningham,2023-04-16,Livres,387.1
T34642,Luke Munoz,2023-01-03,Électronique,391.94
T34643,Ricky Vang,2023-04-27,Maison,475.48
T34644,Beth Taylor,2023-06-20,Jeux,74.04
T34645,Michael Gonzalez,2023-01-28,Maison,444.09
T34646,Elizabeth Love,2023-06-10,Maison,104.67
T34647,Matthew Ballard,2023-01-10,Vêtements,217.43
T34648,Danielle George,2023-06-07,Jeux,282.2
T34649,Lindsey Collins,2023-02-28,Livres,273.13
T34650,Gina Butler,2023-02-06,Électronique,315.86
T34651,Candice Gentry,2023-04-15,Maison,297.44
T34652,Robert Bray,2023-06-11,Livres,247.02
T34653,Michelle Blair,2023-04-16,Maison,12.07
T34654,Alan Farley,2023-05-20,Livres,64.11
T34655,Christina Robertson,2023-04-06,Livres,27.67
T34656,Christina Diaz,2023-02-25,Livres,297.35
T34657,Jeffrey Frank,2023-04-04,Jeux,158.29
T34658,Sandra Cortez,2023-05-23,Maison,47.76
T34659,Xavier Roberts,2023-02-09,Jeux,445.72
T34660,Ryan Phillips,2023-06-23,Jeux,287.67
T34661,Kristopher Mccullough,2023-01-16,Livres,439.9
T34662,Miss Vanessa Jones,2023-03-17,Livres,154.08
T34663,Carl Warner,2023-02-14,Livres,418.84
T34664,Jasmine Valenzuela,2023-02-03,Électronique,210.99
T34665,Mrs. Andrea Gill,2023-04-25,Livres,289.62
T34666,Aaron Burns,2023-06-09,Maison,318.2
T34667,Megan Hall,2023-06-02,Jeux,229.63
T34668,Chelsea Charles,2023-04-12,Maison,331.34
T34669,Michael Young,2023-02-10,Livres,215.26
T34670,Gina Saunders,2023-02-10,Jeux,425.14
T34671,Jessica Castaneda,2023-04-08,Jeux,118.65
T34672,Alexis Casey,2023-06-22,Vêtements,323.42
T34673,Nicholas Ford,2023-04-14,Électronique,187.46
T34674,Vanessa Mejia,2023-01-28,Maison,469.93
T34675,Kevin Curtis,2023-04-08,Livres,427.28
T34676,Lisa Atkinson,2023-01-31,Jeux,63.96
T34677,Felicia Hatfield,2023-01-27,Jeux,136.24
T34678,Susan Medina,2023-02-23,Maison,11.77
T34679,William Morris MD,2023-02-14,Électronique,83.7
T34680,Heather Wallace,2023-06-02,Électronique,486.05
T34681,Michael Collins,2023-03-10,Jeux,412.55
T34682,Steven Stewart,2023-05-20,Vêtements,20.62
T34683,Robert Castillo,2023-04-07,Maison,177.58
T34684,Matthew Robinson,2023-02-26,Maison,74.79
T34685,Angelica Jacobs,2023-06-04,Vêtements,270.51
T34686,Jessica Hernandez,2023-01-26,Maison,468.09
T34687,Elijah Cook,2023-03-01,Jeux,91.93
T34688,Dennis Carter,2023-05-30,Maison,152.62
T34689,Jessica Cruz,2023-01-05,Électronique,332.19
T34690,Virginia Ford,2023-05-19,Maison,147.96
T34691,Daniel Wood,2023-06-07,Livres,322.17
T34692,Ashley Lane DVM,2023-02-01,Jeux,129.59
T34693,Katherine Guerrero,2023-02-12,Livres,364.03
T34694,Heather Farrell MD,2023-06-03,Vêtements,343.41
T34695,Mr. Michael Owens,2023-03-23,Livres,167.7
T34696,Robin Mills,2023-03-29,Électronique,311.22
T34697,Donna Frye,2023-06-09,Électronique,352.57
T34698,Wendy Conley,2023-04-06,Électronique,349.64
T34699,Haley Carey,2023-03-03,Livres,257.67
T34700,Grace Miles,2023-06-20,Livres,127.34
T34701,Benjamin Jacobs,2023-04-01,Jeux,382.44
T34702,Leonard Roberts,2023-06-29,Livres,139.4
T34703,Nicole Hughes,2023-02-05,Maison,255.73
T34704,Adam Owens,2023-03-31,Livres,338.71
T34705,Brett Moore,2023-01-21,Maison,372.41
T34706,Reginald Allen,2023-04-30,Jeux,192.19
T34707,Paige Goodman,2023-06-11,Électronique,44.61
T34708,Scott Simpson,2023-06-27,Électronique,379.15
T34709,Kimberly Watkins,2023-03-22,Électronique,65.0
T34710,Kenneth Ellis,2023-01-16,Vêtements,135.92
T34711,Tyrone Jimenez,2023-04-16,Vêtements,38.23
T34712,Mark Stokes,2023-03-07,Maison,155.91
T34713,David Walker,2023-04-19,Maison,259.03
T34714,Anna Williams,2023-01-24,Maison,230.71
T34715,Gary Jackson,2023-03-11,Livres,413.54
T34716,Kathleen Shaw MD,2023-04-14,Jeux,199.39
T34717,Jordan Adams,2023-01-21,Maison,217.18
T34718,Kendra Valentine,2023-04-15,Jeux,358.3
T34719,Adriana Edwards,2023-02-13,Livres,231.46
T34720,Christopher Middleton,2023-01-26,Électronique,112.7
T34721,Andrew Moore,2023-02-17,Vêtements,199.18
T34722,Kristin Hernandez,2023-03-03,Jeux,275.06
T34723,April Simmons,2023-06-11,Jeux,354.83
T34724,Kevin Hall PhD,2023-01-13,Électronique,31.56
T34725,Lisa Weber,2023-01-25,Vêtements,195.05
T34726,Tara Smith,2023-01-08,Livres,467.81
T34727,Robert King,2023-05-12,Livres,404.76
T34728,Becky Glass,2023-02-10,Vêtements,397.95
T34729,Lauren Owen,2023-05-11,Jeux,373.54
T34730,Justin Sanchez,2023-01-25,Vêtements,132.21
T34731,Kristopher Williams,2023-04-04,Vêtements,133.81
T34732,Timothy Jimenez,2023-01-08,Vêtements,307.89
T34733,Timothy Baker,2023-01-30,Jeux,117.87
T34734,Dennis Parks,2023-06-20,Maison,49.09
T34735,Jacqueline Galvan,2023-02-13,Livres,161.62
T34736,Austin Ferrell,2023-01-04,Électronique,297.81
T34737,Joseph Hanna,2023-06-23,Livres,17.34
T34738,Donald Brown,2023-06-17,Jeux,221.87
T34739,Hunter Contreras,2023-03-27,Livres,204.8
T34740,Jessica Price,2023-05-30,Vêtements,89.98
T34741,Wendy Barrett,2023-02-04,Maison,232.31
T34742,Jesus Smith,2023-01-23,Maison,260.25
T34743,Christian Thompson,2023-01-08,Électronique,336.0
T34744,Tammy King,2023-04-18,Électronique,101.86
T34745,Ricardo Frank MD,2023-02-17,Électronique,416.87
T34746,Emily Jones,2023-04-02,Jeux,112.45
T34747,Maria Scott,2023-04-16,Électronique,266.2
T34748,Natalie Zavala,2023-03-04,Électronique,144.92
T34749,Sandra Jones,2023-02-07,Maison,176.15
T34750,Dalton Fuller,2023-02-08,Vêtements,186.48
T34751,Jordan Sanders,2023-01-08,Électronique,430.07
T34752,Melissa Nicholson,2023-02-09,Maison,357.19
T34753,Jason Middleton,2023-06-13,Vêtements,388.22
T34754,Lisa Jones,2023-05-18,Jeux,169.77
T34755,Thomas Williams,2023-06-08,Électronique,435.89
T34756,Deanna Johnston,2023-05-16,Électronique,19.72
T34757,Matthew Holmes,2023-01-16,Jeux,207.99
T34758,Jillian Meyer,2023-03-02,Jeux,123.81
T34759,Cesar Turner,2023-03-02,Maison,405.4
T34760,Rebecca Smith,2023-05-02,Jeux,355.67
T34761,Benjamin Green,2023-06-18,Livres,458.33
T34762,Phillip Shaw,2023-01-03,Jeux,279.34
T34763,Edward Smith,2023-01-10,Jeux,492.17
T34764,Alison Medina,2023-06-01,Électronique,165.04
T34765,Jessica Russell,2023-06-07,Jeux,273.89
T34766,Terri Becker,2023-01-07,Électronique,334.24
T34767,Richard Zimmerman,2023-01-10,Livres,297.73
T34768,Cameron Berg,2023-06-30,Jeux,184.27
T34769,Daniel Allen,2023-02-06,Jeux,263.65
T34770,Melissa Byrd,2023-02-10,Jeux,256.87
T34771,Cynthia Johnson,2023-04-12,Maison,181.78
T34772,Robin Williams,2023-01-08,Jeux,228.6
T34773,Jeffrey Santiago,2023-03-05,Vêtements,183.54
T34774,Rebekah Hampton,2023-06-29,Livres,20.78
T34775,Melissa Ross,2023-01-09,Jeux,417.55
T34776,Richard Pena,2023-03-23,Maison,238.59
T34777,Rebekah Jones,2023-03-09,Jeux,97.13
T34778,Michael Bailey,2023-02-08,Jeux,165.37
T34779,Madison Anderson,2023-05-06,Jeux,247.77
T34780,Jennifer Stewart,2023-05-29,Maison,209.34
T34781,Katie Green,2023-06-23,Électronique,445.36
T34782,Morgan Munoz,2023-05-22,Vêtements,223.86
T34783,Lisa Williams,2023-03-31,Électronique,360.83
T34784,Matthew Sandoval,2023-04-22,Maison,270.54
T34785,David Miller,2023-04-02,Livres,102.37
T34786,Susan Lopez,2023-03-19,Livres,361.97
T34787,Mr. William Mccullough,2023-01-18,Livres,224.86
T34788,Sandra Duran,2023-02-03,Maison,320.22
T34789,Peter Thomas,2023-03-09,Livres,77.2
T34790,Andrew Rosales,2023-05-07,Maison,183.48
T34791,Michael Reyes,2023-05-01,Vêtements,96.36
T34792,Pamela Maxwell,2023-01-26,Jeux,200.73
T34793,William Turner,2023-04-15,Vêtements,345.17
T34794,Matthew Moses,2023-06-11,Électronique,477.07
T34795,Anthony Sullivan,2023-02-06,Vêtements,301.11
T34796,Trevor Parks,2023-02-10,Maison,29.42
T34797,Shelby Hernandez,2023-04-21,Électronique,489.98
T34798,Jennifer Francis,2023-04-15,Livres,247.82
T34799,Shawn Spencer,2023-05-30,Électronique,483.6
T34800,Kristina Ramirez,2023-03-15,Maison,462.71
T34801,Erik Leonard,2023-03-17,Électronique,378.18
T34802,Jennifer Lee,2023-02-15,Livres,185.66
T34803,Abigail Mendoza,2023-05-25,Électronique,43.64
T34804,Robert Young,2023-03-12,Électronique,393.6
T34805,Becky Jones,2023-05-20,Vêtements,75.36
T34806,Mr. Matthew Greene,2023-02-13,Vêtements,467.17
T34807,Taylor Johnson,2023-02-15,Jeux,194.4
T34808,Alyssa Riley,2023-05-19,Livres,125.89
T34809,Mary Roberts,2023-05-31,Électronique,450.13
T34810,Allison Castro,2023-02-15,Maison,167.43
T34811,Scott Fowler,2023-05-20,Jeux,137.8
T34812,Kristine Evans,2023-05-15,Maison,112.18
T34813,James Ramirez,2023-05-21,Livres,454.49
T34814,Mark Hernandez,2023-01-03,Électronique,60.24
T34815,Bruce Meyer,2023-05-04,Électronique,124.96
T34816,Cindy Hart,2023-01-22,Maison,86.52
T34817,Benjamin Andrews,2023-01-20,Électronique,48.36
T34818,William Thomas,2023-02-25,Livres,327.28
T34819,Andrea Marks,2023-01-23,Jeux,151.5
T34820,Laura Melton,2023-06-20,Électronique,216.05
T34821,Robert Ross,2023-04-25,Maison,123.8
T34822,John Stanley,2023-03-20,Électronique,381.88
T34823,Steve Murray,2023-01-10,Livres,205.88
T34824,Kelly Hale,2023-02-03,Électronique,313.02
T34825,John Davis,2023-04-12,Jeux,270.58
T34826,Kelli Cooke,2023-02-10,Électronique,144.53
T34827,Allison Snyder,2023-02-14,Jeux,251.8
T34828,Jeffery Hamilton,2023-06-12,Vêtements,427.22
T34829,Rachel Parker,2023-05-16,Maison,407.5
T34830,Nicole Fry,2023-05-21,Électronique,327.6
T34831,Seth Scott,2023-04-02,Jeux,196.34
T34832,Amanda Pena,2023-03-13,Électronique,462.72
T34833,Ryan Simpson,2023-01-30,Maison,55.2
T34834,John Wilson,2023-03-04,Maison,194.43
T34835,Allen Gross,2023-02-23,Électronique,43.23
T34836,Barry Berger,2023-05-18,Vêtements,270.94
T34837,Stephanie White,2023-02-06,Livres,83.56
T34838,Ashley Hernandez,2023-01-02,Maison,199.11
T34839,Mr. Kevin Mason,2023-06-16,Maison,407.32
T34840,Natalie Griffin,2023-06-23,Vêtements,381.19
T34841,Benjamin Chang,2023-01-09,Vêtements,473.68
T34842,Benjamin Rodriguez,2023-05-05,Jeux,174.46
T34843,Sarah Martin,2023-04-21,Livres,429.14
T34844,John Nixon,2023-05-09,Jeux,343.08
T34845,Jermaine Davis,2023-03-30,Livres,319.71
T34846,Teresa Shelton DDS,2023-02-01,Électronique,314.95
T34847,Mindy Stewart,2023-03-19,Électronique,106.66
T34848,Kirk Torres,2023-02-09,Maison,229.95
T34849,Aimee Walsh,2023-01-29,Maison,13.67
T34850,Elizabeth Harper,2023-02-18,Électronique,51.69
T34851,Robert Reynolds,2023-04-24,Maison,416.77
T34852,Latoya Yang,2023-03-24,Vêtements,147.0
T34853,Gary Smith,2023-04-19,Maison,200.39
T34854,Kent Powers,2023-02-02,Vêtements,327.32
T34855,Alicia Flores,2023-05-22,Vêtements,155.71
T34856,Christopher Thomas,2023-03-08,Livres,401.63
T34857,David Lee,2023-01-09,Jeux,221.49
T34858,Regina Anderson,2023-02-14,Électronique,211.9
T34859,Brian Hardy,2023-06-25,Jeux,490.06
T34860,Christopher Ramirez,2023-03-07,Électronique,437.71
T34861,Catherine Morrison,2023-04-16,Livres,481.48
T34862,Charles Santos,2023-02-06,Vêtements,228.05
T34863,Christine Edwards,2023-01-09,Vêtements,362.63
T34864,Victoria Houston,2023-06-02,Jeux,16.12
T34865,Cynthia Mccoy,2023-05-28,Jeux,164.21
T34866,Tyler Miller,2023-06-25,Jeux,447.79
T34867,John Page,2023-06-20,Livres,212.83
T34868,John Chapman,2023-05-01,Jeux,294.3
T34869,Stephanie Garcia,2023-06-15,Maison,365.08
T34870,Robert Elliott,2023-01-04,Jeux,152.41
T34871,Michael Webb,2023-03-23,Maison,354.5
T34872,Jesse Lozano,2023-01-08,Jeux,344.19
T34873,Melissa Washington,2023-01-26,Électronique,145.19
T34874,Julia Morgan,2023-04-06,Jeux,284.16
T34875,Diane Singh,2023-05-31,Maison,236.04
T34876,Tristan Welch,2023-01-14,Maison,125.01
T34877,Jessica Houston,2023-05-25,Électronique,57.84
T34878,Jaime Allen,2023-02-13,Livres,180.72
T34879,Heather Delacruz,2023-02-04,Maison,16.44
T34880,Mr. Terry Gibson IV,2023-01-10,Vêtements,64.75
T34881,Michael Simmons,2023-06-24,Jeux,420.26
T34882,James Brooks,2023-02-19,Jeux,463.1
T34883,Diane Ford,2023-06-22,Maison,377.08
T34884,George Lyons,2023-01-04,Électronique,143.9
T34885,Christy Paul,2023-02-12,Électronique,410.98
T34886,Tina Russell,2023-02-05,Jeux,140.44
T34887,Eric White,2023-01-14,Livres,228.58
T34888,Laura Blair,2023-03-28,Livres,472.61
T34889,Timothy Wiggins,2023-04-05,Vêtements,443.92
T34890,Gabrielle Davis,2023-02-26,Vêtements,164.65
T34891,Joshua Lewis,2023-02-26,Livres,161.58
T34892,Michael Daniel,2023-01-15,Maison,105.57
T34893,Matthew Harmon,2023-05-29,Vêtements,233.21
T34894,Justin Kennedy,2023-06-13,Électronique,184.54
T34895,Brandon Flowers Jr.,2023-06-12,Livres,136.11
T34896,Colleen Hudson,2023-06-04,Livres,29.18
T34897,Jessica Mejia,2023-01-15,Vêtements,197.17
T34898,Gregory Butler,2023-05-06,Livres,83.03
T34899,Daniel Walker,2023-01-07,Maison,29.49
T34900,Brittany Newman,2023-06-21,Maison,350.53
T34901,Leslie Hanson,2023-02-23,Électronique,77.36
T34902,Douglas Rios,2023-02-14,Jeux,239.75
T34903,Emily Lopez,2023-02-17,Vêtements,452.18
T34904,Troy Potter,2023-06-19,Vêtements,333.19
T34905,Rachel Downs,2023-06-17,Maison,198.31
T34906,Jessica Wallace,2023-04-26,Jeux,438.6
T34907,Patrick Smith,2023-01-18,Livres,404.67
T34908,Jade Flynn,2023-06-07,Électronique,298.15
T34909,Emily Morris,2023-05-28,Vêtements,395.65
T34910,Kenneth Carney,2023-04-11,Vêtements,312.3
T34911,Michael King,2023-06-29,Vêtements,484.53
T34912,Alex Garcia,2023-06-10,Livres,423.11
T34913,Lisa Daniels,2023-04-22,Électronique,463.12
T34914,Seth Chambers,2023-01-01,Livres,94.18
T34915,Haley Nguyen,2023-01-09,Jeux,197.26
T34916,Stephen Hampton,2023-03-02,Livres,32.4
T34917,Kevin Gordon,2023-04-28,Maison,230.06
T34918,Anthony Smith,2023-04-23,Maison,287.32
T34919,Peter Davis,2023-02-27,Jeux,20.67
T34920,David Trevino,2023-01-11,Vêtements,75.52
T34921,Samantha Turner,2023-02-11,Maison,122.82
T34922,James Terrell,2023-02-13,Électronique,202.57
T34923,Steven Brown,2023-05-19,Jeux,173.94
T34924,Jeremy Allen,2023-05-23,Livres,94.61
T34925,William Gray,2023-06-24,Jeux,375.39
T34926,Patrick Rivera,2023-01-28,Vêtements,493.03
T34927,Mrs. Alexis Williams,2023-04-26,Électronique,158.62
T34928,Andrew Silva,2023-01-05,Vêtements,322.62
T34929,Lisa Vasquez,2023-05-22,Jeux,172.55
T34930,Thomas Gross,2023-01-06,Vêtements,156.63
T34931,Brent Wright,2023-03-24,Maison,20.79
T34932,Ana Weaver,2023-06-14,Électronique,63.71
T34933,John Villegas,2023-03-08,Jeux,237.18
T34934,Mrs. Dawn Schroeder MD,2023-04-15,Vêtements,309.3
T34935,Cameron Watson,2023-04-11,Jeux,266.63
T34936,Tanya Mendoza,2023-06-03,Vêtements,55.29
T34937,Taylor Anderson,2023-05-14,Maison,263.79
T34938,Justin Mcgee,2023-01-24,Électronique,137.42
T34939,Charles Morgan,2023-06-17,Jeux,339.01
T34940,Mason Mccormick,2023-05-21,Jeux,309.05
T34941,Sherry Yoder,2023-01-03,Livres,256.68
T34942,Allison Yates,2023-01-23,Électronique,19.89
T34943,Jeremy Roth,2023-03-25,Jeux,50.35
T34944,Tonya Hood,2023-04-14,Livres,480.42
T34945,Jessica Walker,2023-05-31,Vêtements,129.34
T34946,Danielle Bailey,2023-05-30,Jeux,284.78
T34947,Jose Keith,2023-06-14,Livres,314.22
T34948,Matthew Diaz,2023-05-20,Maison,364.85
T34949,Roy Rogers,2023-02-19,Livres,32.77
T34950,Raymond Kirk,2023-01-28,Maison,147.64
T34951,Brittany Kramer,2023-04-04,Jeux,14.37
T34952,Jacob Gibson,2023-05-17,Vêtements,295.31
T34953,Ashley Clements,2023-03-25,Vêtements,480.73
T34954,Bradley Lee,2023-02-20,Maison,106.92
T34955,Herbert Bates,2023-05-27,Livres,244.71
T34956,Cassandra Walters,2023-01-25,Électronique,197.75
T34957,Debra Cherry,2023-01-08,Maison,146.49
T34958,Thomas Lee,2023-04-20,Jeux,413.5
T34959,Tina Harper,2023-01-22,Livres,408.26
T34960,Casey Campbell,2023-01-28,Vêtements,216.54
T34961,Michael Hunt,2023-04-27,Maison,447.46
T34962,Alan Warner,2023-04-11,Vêtements,117.94
T34963,Taylor Brady,2023-02-04,Électronique,271.02
T34964,Laura Gray,2023-06-30,Maison,347.26
T34965,Julie Gibson,2023-01-17,Vêtements,365.6
